"id","museum_code","specimen_id","specimen_id_original","genus","species","subspecies","locus","issue"
"AFMTDNA1772",NA,NA,"S303","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1773",NA,NA,"S305","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1774",NA,NA,"S181","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1775",NA,NA,"S182","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1776",NA,NA,"S183","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1777",NA,NA,"S185","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1778",NA,NA,"S187","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1779",NA,NA,"15565","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1780",NA,NA,"15582","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1781",NA,NA,"15638","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1782",NA,NA,"15647","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1783",NA,NA,"15663","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1784",NA,NA,"395430","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1786",NA,NA,"811","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1787",NA,NA,"943","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1788",NA,NA,"951","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1789",NA,NA,"1001","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1790",NA,NA,"1462","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1791",NA,NA,"1473","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1792",NA,NA,"2874","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1793",NA,NA,"2882","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1794",NA,NA,"2896","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1795",NA,NA,"3052","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1796",NA,NA,"3056","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1797",NA,NA,"3067","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1798",NA,NA,"3080","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1799",NA,NA,"3081","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1800",NA,NA,"3082","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1801",NA,NA,"3089","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1802",NA,NA,"3092","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1803",NA,NA,"3093","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1804",NA,NA,"3094","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1805",NA,NA,"3100","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1806",NA,NA,"3113","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1807",NA,NA,"3116","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1808",NA,NA,"3122","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1809",NA,NA,"3155","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1810",NA,NA,"3166","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1811",NA,NA,"3195","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1812",NA,NA,"3214","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1813",NA,NA,"1065","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1814",NA,NA,"1073","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1815",NA,NA,"1253","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1816",NA,NA,"2982","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1817",NA,NA,"1121","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1818",NA,NA,"1573","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1819",NA,NA,"1579","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1820",NA,NA,"1584","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1821",NA,NA,"15071","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1822",NA,NA,"15084","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1823",NA,NA,"15107","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1824",NA,NA,"15154","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1825",NA,NA,"15183","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1826",NA,NA,"15192","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1827",NA,NA,"15236","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1828",NA,NA,"16541","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1829",NA,NA,"16543","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1830",NA,NA,"11402","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1831",NA,NA,"11403","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1832",NA,NA,"11404","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1833",NA,NA,"1607","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1834",NA,NA,"1608","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1835",NA,NA,"11401","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1836",NA,NA,"11394","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1837",NA,NA,"11396","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1838",NA,NA,"11397","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1839",NA,NA,"11398","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1840",NA,NA,"18132","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1841",NA,NA,"18157","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1842",NA,NA,"303","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1844",NA,NA,"3733","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1845",NA,NA,"3843","Pyriglena","leucoptera",NA,"nd2","duplicate"
"AFMTDNA1846",NA,NA,"B25922","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1847",NA,NA,"B25956","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1848",NA,NA,"B25974","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1849","AMNH","RTC 317","AMNH RTC 317","Pyriglena","leucoptera",NA,"nd2","not_found"
"AFMTDNA1872","LGEMA","P1989","P1989","Schiffornis","virescens",NA,"cr","not_found"
"AFMTDNA1905","LGEMA","10370M","10370M","Schiffornis","virescens",NA,"cr","not_found"
"AFMTDNA1989",NA,"B0262","B0262","Conopophaga","lineata",NA,"cr","not_found"
"AFMTDNA2115","MCNA PUC-Minas","3044",NA,"Hemitriccus","diops",NA,"nd2","not_found"
"AFMTDNA2116","MCNA PUC-Minas","3070",NA,"Hemitriccus","diops",NA,"nd2","not_found"
"AFMTDNA2117","MCNA PUC-Minas","3072",NA,"Hemitriccus","diops",NA,"nd2","not_found"
"AFMTDNA2118","MCNA PUC-Minas","3077",NA,"Hemitriccus","diops",NA,"nd2","not_found"
"AFMTDNA2242","PUC-RS","MCP1482",NA,"Chiroxiphia","caudata",NA,"nd2","duplicate"
"AFMTDNA2243","MPEG","79858","MPEG 79858","Caryothraustes","canadensis","brasiliensis","nd2","not_found"
"AFMTDNA2273","FMNH","399173","FMNH 399173","Picumnus","exilis","pernambucensis","nd2","duplicate"
"AFMTDNA2276","MZUSP","ML2730","MZUSP ML 2730","Picumnus","exilis","pernambucensis","nd2","not_found"
"AFMTDNA2277","MZUSP","ML2753","MZUSP ML 2753","Picumnus","exilis","pernambucensis","nd2","not_found"
"AFMTDNA2278","MZUSP","91332","MZUSP 91332","Picumnus","exilis",NA,"nd2","not_found"
"AFMTDNA2280","MZUSP","92167","MZUSP 92167","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2281","MZUSP","92484","MZUSP 92484","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2282","MZUSP","92485","MZUSP 92485","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2283","MZUSP","92486","MZUSP 92486","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2284","MZUSP","93536","MZUSP 93536","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2286","MZUSP","93538","MZUSP 93538","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2287","MZUSP","BOR14-46","MZUSP BOR 14-46","Platyrinchus","mystaceus","mystaceus","nd2","duplicate"
"AFMTDNA2289","MZUSP","SM4","MZUSP SM 04","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2290","MZUSP","MCP","MZUSP MCP 3089","Platyrinchus","mystaceus","mystaceus","nd2","duplicate"
"AFMTDNA2293","MPEG","71881","MPEG 71881","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2300","MZUSP","90971","MZUSP 90971","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2307","MZUSP","90978","MZUSP 90978","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2315","MZUSP","91685","MZUSP 91685","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2321","MZUSP","92173","MZUSP 92173","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2325","MZUSP","92490","MZUSP 92490","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2333","MZUSP","93233","MZUSP 93233","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2335","MZUSP","BOR-14-02","MZUSP BOR-14-02","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2336","MZUSP","BOR-14-03","MZUSP BOR-14-03","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2339","MZUSP","MCP5493","MZUSP MCP 5493","Platyrinchus","mystaceus","cancromus","nd2","duplicate"
"AFMTDNA2340","MZUSP","MCP5495","MZUSP MCP 5495","Platyrinchus","mystaceus","cancromus","nd2","duplicate"
"AFMTDNA2341","MZUSP","MCP5514","MZUSP MCP 5514","Platyrinchus","mystaceus","cancromus","nd2","not_found"
"AFMTDNA2342","MZUSP","MCP5527","MZUSP MCP 5527","Platyrinchus","mystaceus","cancromus","nd2","duplicate"
"AFMTDNA2344","MPEG","DZ6768","MPEG DZ 6768","Platyrinchus","mystaceus","mystaceus","nd2","duplicate"
"AFMTDNA2345","MPEG","DZ4935","MPEG DZ 4935","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2346","MPEG","DZ5020","MPEG DZ 5020","Platyrinchus","mystaceus","mystaceus","nd2","duplicate"
"AFMTDNA2347","MPEG","DZ6769","MPEG DZ 6769","Platyrinchus","mystaceus","mystaceus","nd2","duplicate"
"AFMTDNA2348","MPEG","DZ6772","MPEG DZ 6772","Platyrinchus","mystaceus","mystaceus","nd2","duplicate"
"AFMTDNA2349","MPEG","CFL-CO122","MPEG CFL-CO 122","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2351","MPEG","71977","MPEG 71977","Platyrinchus","mystaceus","cancromus","nd2","not_found"
"AFMTDNA2353","MPEG","DZ6772","MPEG DZ 6772","Platyrinchus","mystaceus","mystaceus","nd2","duplicate"
"AFMTDNA2354","MPEG","DZ6771","MPEG DZ 6771","Platyrinchus","mystaceus","cancromus","nd2","duplicate"
"AFMTDNA2355","MZUSP","91267","MZUSP 91267","Platyrinchus","mystaceus","cancromus","nd2","not_found"
"AFMTDNA2360","MZUSP","ALG-159","MZUSP ALG-159","Platyrinchus","mystaceus","niveigularis","nd2","not_found"
"AFMTDNA2374","MZUSP","ML2720","MZUSP ML 2720","Platyrinchus","mystaceus","niveigularis","nd2","not_found"
"AFMTDNA2375","MZUSP","ML2721","MZUSP ML 2721","Platyrinchus","mystaceus","niveigularis","nd2","not_found"
"AFMTDNA2376","MZUSP","ML2731","MZUSP ML 2731","Platyrinchus","mystaceus","niveigularis","nd2","not_found"
"AFMTDNA2377","MZUSP","ML2732","MZUSP ML 2732","Platyrinchus","mystaceus","niveigularis","nd2","not_found"
"AFMTDNA2384","MZUSP","OBR26","MZUSP OBR 026","Platyrinchus","mystaceus","mystaceus","nd2","not_found"
"AFMTDNA2393","FMNH","427278","FMNH 427278","Tangara","cyanocephala","corallina","nd2","duplicate"
"AFMTDNA2394","FMNH","427279","FMNH 427279","Tangara","cyanocephala","corallina","nd2","duplicate"
"AFMTDNA2406","MZUSP","ESS8","MZUSP ESS 08","Tangara","cyanocephala","cyanocephala","nd2","not_found"
"AFMTDNA2411","MZUSP","ML2571","MZUSP ML 2571","Tangara","cyanocephala","cyanocephala","nd2","not_found"
"AFMTDNA2412","MZUSP","ML2577","MZUSP ML 2577","Tangara","cyanocephala","cyanocephala","nd2","not_found"
"AFMTDNA2413","MZUSP","MCP5511","MZUSP MCP 5511","Tangara","cyanocephala","cyanocephala","nd2","duplicate"
"AFMTDNA2417","MZUSP","41986","MZUSP 41986","Tangara","cyanocephala","cearensis","nd2","not_found"
"AFMTDNA2418","MZUSP","41976","MZUSP 41976","Tangara","cyanocephala","cearensis","nd2","not_found"
"AFMTDNA2419","MZUSP","92131","MZUSP 92131","Thalurania","glaucopis",NA,"nd2","not_found"
"AFMTDNA2422","MZUSP","ML2714","MZUSP ML 2714","Thalurania","watertonii",NA,"nd2","not_found"
"AFMTDNA2423","MZUSP","ML2735","MZUSP ML 2735","Thalurania","watertonii",NA,"nd2","not_found"
"AFMTDNA2437","MZUSP","FRA163","MZUSP FRA 163","Thalurania","glaucopis",NA,"nd2","duplicate"
"AFMTDNA2438","MZUSP","FRA162","MZUSP FRA 162","Thalurania","glaucopis",NA,"nd2","duplicate"
"AFMTDNA2439","MZUSP","FRA165","MZUSP FRA 165","Thalurania","glaucopis",NA,"nd2","duplicate"
"AFMTDNA2440","MZUSP","SM8","MZUSP SM 08","Thalurania","glaucopis",NA,"nd2","not_found"
"AFMTDNA2441","MZUSP","FRA175","MZUSP FRA 175","Thalurania","glaucopis",NA,"nd2","duplicate"
"AFMTDNA2446","MZUSP","ML2569","MZUSP ML 2569","Thalurania","glaucopis",NA,"nd2","not_found"
"AFMTDNA2447","MZUSP","ML2575","MZUSP ML 2575","Thalurania","glaucopis",NA,"nd2","not_found"
"AFMTDNA2448","MZUSP","MCP5494","MZUSP MCP 5494","Thalurania","glaucopis",NA,"nd2","duplicate"
"AFMTDNA2449","MZUSP","MCP5497","MZUSP MCP 5497","Thalurania","glaucopis",NA,"nd2","duplicate"
"AFMTDNA2450","MZUSP","MCP5521","MZUSP MCP 5521","Thalurania","glaucopis",NA,"nd2","duplicate"
"AFMTDNA2455","MZUSP","ML2574","MZUSP ML 2574","Hemithraupis","flavicollis","insignis","nd2","not_found"
"AFMTDNA2456","MZUSP","ML2558","MZUSP ML 2558","Hemithraupis","flavicollis","insignis","nd2","not_found"
"AFMTDNA2457","MZUSP","ML2557","MZUSP ML 2557","Hemithraupis","flavicollis","insignis","nd2","not_found"
"AFMTDNA2461","FMNH","427242","FMNH 427242","Hemithraupis","flavicollis","melanoxantha","nd2","not_found"
"AFMTDNA2466","MZUSP","85788","MZUSP 85788","Phaethornis","margarettae","camargoi","nd2","not_found"
"AFMTDNA2467","MZUSP","85820","MZUSP 85820","Phaethornis","margarettae","camargoi","nd2","not_found"
"AFMTDNA2468","MZUSP","ML2734","MZUSP ML 2734","Phaethornis","margarettae","camargoi","nd2","not_found"
"AFMTDNA2469","MZUSP","91401","MZUSP 91401","Phaethornis","margarettae","margarettae","nd2","not_found"
"AFMTDNA2470","MZFS","DA1390","MZFS DA 01390","Phaethornis","margarettae","margarettae","nd2","not_found"
"AFMTDNA325","KU","92985","KU92985","Thamnophilus","caerulescens","caerulescens","nd2","not_found"
"AFMTDNA326","KU","91217","KU91217","Thamnophilus","caerulescens","caerulescens","nd2","not_found"
"AFMTDNA327","MZUSP","ML2030","MZUSPML2030","Thamnophilus","caerulescens","caerulescens","nd2","not_found"
"AFMTDNA328","MZUSP","ML2031","MZUSPML2031","Thamnophilus","caerulescens","ochraceiventer","nd2","not_found"
"AFMTDNA329","MZUSP","101628","MZUSP101628","Thamnophilus","caerulescens","caerulescens","nd2","not_found"
"AFMTDNA330","MZUSP","ML2032","MZUSPML2032","Thamnophilus","caerulescens","caerulescens","nd2","not_found"
"AFMTDNA334","MPEG","72020","MPEG72020","Thamnophilus","caerulescens","gilvigaster","nd2","not_found"
"AFMTDNA335","MPEG","72064","MPEG72064","Thamnophilus","caerulescens","gilvigaster","nd2","not_found"
"AFMTDNA336","DZUFMG","6798","DZUFMG6798","Thamnophilus","caerulescens","caerulescens","nd2","not_found"
"AFMTDNA337","DZUFMG","6799","DZUFMG6799","Thamnophilus","caerulescens","caerulescens","nd2","not_found"
"AFMTDNA338","DZUFMG","6800","DZUFMG6800","Thamnophilus","caerulescens","caerulescens","nd2","not_found"
"AFMTDNA340","FMNH","395426","FMNH395426","Thamnophilus","caerulescens","caerulescens","nd2","duplicate"
"AFMTDNA430",NA,"140","Sample 140","Scytalopus","speluncae",NA,"cytb","not_found"
"AFMTDNA433",NA,"141","Sample 141","Scytalopus","speluncae",NA,"cytb","not_found"
"AFMTDNA452",NA,"146","Sample 146","Scytalopus","speluncae",NA,"cytb","not_found"
"AFMTDNA691",NA,"15137","15137","Rhopias","gularis",NA,"cytb","not_found"
"AFMTDNA692",NA,"15138","15138","Rhopias","gularis",NA,"cytb","not_found"
"AFMTDNA728",NA,"B1280","B1280","Rhopias","gularis",NA,"nd2","not_found"
"AFMTDNA750",NA,"15655","15655","Rhopias","gularis",NA,"nd2","not_found"
"AFMTDNA753",NA,"14715","14715","Rhopias","gularis",NA,"nd2","not_found"
"AFMTDNA798","UERJC","24508","UERJC24508","Pseudopipra","pipra","cephaleucos","nd2","not_found"
"AFMTDNA799","UERJD","30775","UERJD30775","Pseudopipra","pipra","cephaleucos","nd2","not_found"
"AFMTDNA800","UERJD","30776","UERJD30776","Pseudopipra","pipra","cephaleucos","nd2","not_found"
"AFMTDNA801","UERJD","30787","UERJD30787","Pseudopipra","pipra","cephaleucos","nd2","not_found"
"AFMTDNA802","UERJD","51860","UERJD51860","Pseudopipra","pipra","cephaleucos","nd2","not_found"
"AFMTDNA803","UERJC","23264","UERJC23264","Pseudopipra","pipra","cephaleucos","nd2","not_found"
"AFMTDNA804",NA,"FRA46","FRA46","Microspingus","lateralis",NA,"cytb","duplicate"
"AFMTDNA884",NA,"FRA67","FRA67","Microspingus","cabanisi",NA,"cytb","duplicate"
"AFMTDNA897","MACN-Or-ct","7004","MACN-Or-ct 7004","Trichothraupis","melanops",NA,"cytb","not_found"
"AFMTDNA901","MG","51929","MG51929","Trichothraupis","melanops",NA,"cytb","not_found"
"AFMTDNA902","MG","51930","MG51930","Trichothraupis","melanops",NA,"cytb","not_found"
"AFMTDNA906","LGEMA","14643","LGEMA 14643","Trichothraupis","melanops",NA,"cytb","not_found"
"AFMTDNA920","LGEMA","15193","LGEMA 15193","Trichothraupis","melanops",NA,"cytb","not_found"
"AFMTDNA928",NA,"B1366","B1366","Trichothraupis","melanops",NA,"cytb","not_found"
"AFMTDNA932",NA,"B047","B047","Trichothraupis","melanops",NA,"cytb","not_found"
"AFMTDNA936",NA,"B3222","B3222","Trichothraupis","melanops",NA,"cytb","not_found"
"AFMTDNA942","FMNH","399263","399263","Conopophaga","melanops",NA,"cr","not_found"
